route_pt_time,route_id,latitude,longitude,route_pt_sequence
,260063,35.225124,-80.842654,10005
,270087,35.224161,-80.839491,10005
,340138,35.225124,-80.842654,10005
,340141,35.225124,-80.842654,10005
,350001,35.223583,-80.841501,10005
,350015,35.223583,-80.841501,10005
,40070,35.223777,-80.839040,10005
,40x0127,35.225767,-80.842672,10005
,48x0094,35.225682,-80.843343,10005
,50062,35.223583,-80.841501,10005
,60058,35.224439,-80.840181,10005
,62x0122,35.225682,-80.843343,10005
,64x0064,35.225767,-80.842672,10005
,70249,35.224247,-80.841682,10005
,70250,35.224247,-80.841682,10005
,70258,35.224247,-80.841682,10005
,70262,35.224247,-80.841682,10005
,70263,35.224247,-80.841682,10005
,70264,35.224247,-80.841682,10005
,70268,35.224247,-80.841682,10005
,74x0083,35.225767,-80.842672,10005
,77x0156,35.225682,-80.843343,10005
,77x0157,35.225682,-80.843343,10005
,77x0159,35.225682,-80.843343,10005
,80105,35.225124,-80.842654,10005
,85x0066,35.225682,-80.843343,10005
,870001,35.223583,-80.841501,10005
,90149,35.224161,-80.839491,10005
,90153,35.224161,-80.839491,10005
,100078,35.224439,-80.840181,10006
,170082,35.22338,-80.838576,10006
,100089,35.224439,-80.840181,10006
,10157,35.224337,-80.841796,10006
,10161,35.224337,-80.841796,10006
,10169,35.224337,-80.841796,10006
,110295,35.224337,-80.841796,10006
,140052,35.224439,-80.840181,10006
,140059,35.224439,-80.840181,10006
,150102,35.224368,-80.840286,10006
,160169,35.224337,-80.841796,10006
,160171,35.224337,-80.841796,10006
,170082,35.223777,-80.83904,10005
,170083,35.223380,-80.838576,10006
,170092,35.223380,-80.838576,10006
,170094,35.223380,-80.838576,10006
,170095,35.223380,-80.838576,10006
,170105,35.224109,-80.838582,10006
,170106,35.224109,-80.838582,10006
,190138,35.224368,-80.840286,10006
,190140,35.224368,-80.840286,10006
,200113,35.223454,-80.841692,10006
,210098,35.225477,-80.843101,10006
,210104,35.225477,-80.843101,10006
,220180,35.225477,-80.843101,10006
,220181,35.225477,-80.843101,10006
,230085,35.224368,-80.840286,10006
,230105,35.224368,-80.840286,10006
,260063,35.225477,-80.843101,10006
,270087,35.223777,-80.839040,10006
,340138,35.225477,-80.843101,10006
,340141,35.225477,-80.843101,10006
,350001,35.223454,-80.841692,10006
,350015,35.223454,-80.841692,10006
,40070,35.224109,-80.838582,10006
,40x0127,35.226095,-80.842197,10006
,48x0094,35.225688,-80.843350,10006
,50062,35.223454,-80.841692,10006
,60058,35.224368,-80.840286,10006
,62x0122,35.225688,-80.843350,10006
,64x0064,35.226095,-80.842197,10006
,70249,35.224337,-80.841796,10006
,70250,35.224337,-80.841796,10006
,70258,35.224337,-80.841796,10006
,70262,35.224337,-80.841796,10006
,70263,35.224337,-80.841796,10006
,70264,35.224337,-80.841796,10006
,70268,35.224337,-80.841796,10006
,74x0083,35.226095,-80.842197,10006
,77x0156,35.225688,-80.843350,10006
,77x0157,35.225688,-80.843350,10006
,77x0159,35.225688,-80.843350,10006
,80105,35.225477,-80.843101,10006
,85x0066,35.225688,-80.843350,10006
,870001,35.223454,-80.841692,10006
,90149,35.223777,-80.839040,10006
,90153,35.223777,-80.839040,10006
,100078,35.224368,-80.840286,10007
,170082,35.222924,-80.838023,10007
,100089,35.224368,-80.840286,10007
,10157,35.224489,-80.841960,10007
,10161,35.224489,-80.841960,10007
,10169,35.224489,-80.841960,10007
,110295,35.224489,-80.841960,10007
,140052,35.224368,-80.840286,10007
,140059,35.224368,-80.840286,10007
,150102,35.224301,-80.840392,10007
,160169,35.224489,-80.841960,10007
,160171,35.224489,-80.841960,10007
,170082,35.22338,-80.838576,10006
,170083,35.222924,-80.838023,10007
,170092,35.222924,-80.838023,10007
,170094,35.222924,-80.838023,10007
,170095,35.222924,-80.838023,10007
,170105,35.224392,-80.838184,10007
,170106,35.224392,-80.838184,10007
,190138,35.224301,-80.840392,10007
,190140,35.224301,-80.840392,10007
,200113,35.223285,-80.841940,10007
,210098,35.225682,-80.843343,10007
,210104,35.225682,-80.843343,10007
,220180,35.225682,-80.843343,10007
,220181,35.225682,-80.843343,10007
,230085,35.224301,-80.840392,10007
,230105,35.224301,-80.840392,10007
,260063,35.225767,-80.842672,10007
,270087,35.223380,-80.838576,10007
,340138,35.225682,-80.843343,10007
,340141,35.225682,-80.843343,10007
,350001,35.223285,-80.841940,10007
,350015,35.223285,-80.841940,10007
,40070,35.224392,-80.838184,10007
,40x0127,35.226250,-80.841976,10007
,48x0094,35.225752,-80.843429,10007
,50062,35.223285,-80.841940,10007
,60058,35.224301,-80.840392,10007
,62x0122,35.225752,-80.843429,10007
,64x0064,35.226250,-80.841976,10007
,70249,35.224489,-80.841960,10007
,70250,35.224489,-80.841960,10007
,70258,35.224489,-80.841960,10007
,70262,35.224489,-80.841960,10007
,70263,35.224489,-80.841960,10007
,70264,35.224489,-80.841960,10007
,70268,35.224489,-80.841960,10007
,74x0083,35.226250,-80.841976,10007
,77x0156,35.225752,-80.843429,10007
,77x0157,35.225752,-80.843429,10007
,77x0159,35.225752,-80.843429,10007
,80105,35.225682,-80.843343,10007
,85x0066,35.225752,-80.843429,10007
,870001,35.223285,-80.841940,10007
,90149,35.223380,-80.838576,10007
,90153,35.223380,-80.838576,10007
,100078,35.224301,-80.840392,10008
,170082,35.223037,-80.837872,10008
,100089,35.224301,-80.840392,10008
,10157,35.225124,-80.842654,10008
,10161,35.225124,-80.842654,10008
,10169,35.225124,-80.842654,10008
,110295,35.225124,-80.842654,10008
,140052,35.224301,-80.840392,10008
,140059,35.224301,-80.840392,10008
,150102,35.223994,-80.840857,10008
,160169,35.225124,-80.842654,10008
,160171,35.225124,-80.842654,10008
,170082,35.222924,-80.838023,10007
,170083,35.223037,-80.837872,10008
,170092,35.223037,-80.837872,10008
,170094,35.223037,-80.837872,10008
,170095,35.223037,-80.837872,10008
,170105,35.224572,-80.837926,10008
,170106,35.224572,-80.837926,10008
,190138,35.223994,-80.840857,10008
,190140,35.223994,-80.840857,10008
,200113,35.223014,-80.842268,10008
,210098,35.225688,-80.843350,10008
,210104,35.225688,-80.843350,10008
,220180,35.225688,-80.843350,10008
,220181,35.225688,-80.843350,10008
,230085,35.223994,-80.840857,10008
,230105,35.223994,-80.840857,10008
,260063,35.226095,-80.842197,10008
,270087,35.222924,-80.838023,10008
,340138,35.225688,-80.843350,10008
,340141,35.225688,-80.843350,10008
,350001,35.223014,-80.842268,10008
,350015,35.223014,-80.842268,10008
,40070,35.224572,-80.837926,10008
,40x0127,35.226416,-80.841736,10008
,48x0094,35.225976,-80.843695,10008
,50062,35.223014,-80.842268,10008
,60058,35.223994,-80.840857,10008
,62x0122,35.225976,-80.843695,10008
,64x0064,35.226416,-80.841736,10008
,70249,35.225124,-80.842654,10008
,70250,35.225124,-80.842654,10008
,70258,35.225124,-80.842654,10008
,70262,35.225124,-80.842654,10008
,70263,35.225124,-80.842654,10008
,70264,35.225124,-80.842654,10008
,70268,35.225124,-80.842654,10008
,74x0083,35.226416,-80.841736,10008
,77x0156,35.225976,-80.843695,10008
,77x0157,35.225976,-80.843695,10008
,77x0159,35.225976,-80.843695,10008
,80105,35.225688,-80.843350,10008
,85x0066,35.225976,-80.843695,10008
,870001,35.223014,-80.842268,10008
,90149,35.222924,-80.838023,10008
,90153,35.222924,-80.838023,10008
,100078,35.223994,-80.840857,10009
,170082,35.223222,-80.837625,10009
,100089,35.223994,-80.840857,10009
,10157,35.225477,-80.843101,10009
,10161,35.225477,-80.843101,10009
,10169,35.225477,-80.843101,10009
,110295,35.225477,-80.843101,10009
,140052,35.223994,-80.840857,10009
,140059,35.223994,-80.840857,10009
,150102,35.223820,-80.841124,10009
,160169,35.225477,-80.843101,10009
,160171,35.225477,-80.843101,10009
,170082,35.223037,-80.837872,10008
,170083,35.223222,-80.837625,10009
,170092,35.223222,-80.837625,10009
,170094,35.223222,-80.837625,10009
,170095,35.223222,-80.837625,10009
,170105,35.224364,-80.837697,10009
,170106,35.224364,-80.837697,10009
,190138,35.223820,-80.841124,10009
,190140,35.223820,-80.841124,10009
,200113,35.222857,-80.842084,10009
,210098,35.225752,-80.843429,10009
,210104,35.225752,-80.843429,10009
,220180,35.225752,-80.843429,10009
,220181,35.225752,-80.843429,10009
,230085,35.223820,-80.841124,10009
,230105,35.223820,-80.841124,10009
,260063,35.226250,-80.841976,10009
,270087,35.222819,-80.837900,10009
,340138,35.225752,-80.843429,10009
,340141,35.225752,-80.843429,10009
,350001,35.222780,-80.842611,10009
,350015,35.222780,-80.842611,10009
,40070,35.224719,-80.837679,10009
,40x0127,35.226683,-80.841350,10009
,48x0094,35.226292,-80.844061,10009
,50062,35.222780,-80.842611,10009
,60058,35.223820,-80.841124,10009
,62x0122,35.226292,-80.844061,10009
,64x0064,35.226683,-80.841350,10009
,70249,35.225477,-80.843101,10009
,70250,35.225477,-80.843101,10009
,70258,35.225477,-80.843101,10009
,70262,35.225477,-80.843101,10009
,70263,35.225477,-80.843101,10009
,70264,35.225477,-80.843101,10009
,70268,35.225477,-80.843101,10009
,74x0083,35.226683,-80.841350,10009
,77x0156,35.226292,-80.844061,10009
,77x0157,35.226292,-80.844061,10009
,77x0159,35.226292,-80.844061,10009
,80105,35.225752,-80.843429,10009
,85x0066,35.226292,-80.844061,10009
,870001,35.222857,-80.842084,10009
,90149,35.222819,-80.837900,10009
,90153,35.222819,-80.837900,10009
,100078,35.223820,-80.841124,10010
,170082,35.223545,-80.837176,10010
,100089,35.223820,-80.841124,10010
,10157,35.225767,-80.842672,10010
,10161,35.225767,-80.842672,10010
,10169,35.225767,-80.842672,10010
,110295,35.225682,-80.843343,10010
,140052,35.223820,-80.841124,10010
,140059,35.223820,-80.841124,10010
,150102,35.223797,-80.841167,10010
,160169,35.225682,-80.843343,10010
,160171,35.225682,-80.843343,10010
,170082,35.223222,-80.837625,10009
,170083,35.223545,-80.837176,10010
,170092,35.223545,-80.837176,10010
,170094,35.223545,-80.837176,10010
,170095,35.223545,-80.837176,10010
,170105,35.223962,-80.837209,10010
,170106,35.223962,-80.837209,10010
,190138,35.223797,-80.841167,10010
,190140,35.223797,-80.841167,10010
,200113,35.222665,-80.841855,10010
,210098,35.225976,-80.843695,10010
,210104,35.225976,-80.843695,10010
,220180,35.225976,-80.843695,10010
,220181,35.225976,-80.843695,10010
,230085,35.223797,-80.841167,10010
,230105,35.223797,-80.841167,10010
,260063,35.226493,-80.842257,10010
,270087,35.222727,-80.837798,10010
,340138,35.225976,-80.843695,10010
,340141,35.225976,-80.843695,10010
,350001,35.222651,-80.842786,10010
,350015,35.222651,-80.842786,10010
,40070,35.224932,-80.837362,10010
,40x0127,35.226899,-80.841053,10010
,48x0094,35.226422,-80.844211,10010
,50062,35.222651,-80.842786,10010
,60058,35.223797,-80.841167,10010
,62x0122,35.226293,-80.844061,10010
,64x0064,35.226899,-80.841053,10010
,70249,35.225767,-80.842672,10010
,70250,35.225767,-80.842672,10010
,70258,35.225767,-80.842672,10010
,70262,35.225682,-80.843343,10010
,70263,35.225682,-80.843343,10010
,70264,35.225682,-80.843343,10010
,70268,35.225682,-80.843343,10010
,74x0083,35.226899,-80.841053,10010
,77x0156,35.226422,-80.844211,10010
,77x0157,35.226422,-80.844211,10010
,77x0159,35.226422,-80.844211,10010
,80105,35.225976,-80.843695,10010
,85x0066,35.226422,-80.844211,10010
,870001,35.222665,-80.841855,10010
,90149,35.222727,-80.837798,10010
,90153,35.222727,-80.837798,10010
,100078,35.223797,-80.841167,10011
,170082,35.223564,-80.837143,10011
,100089,35.223797,-80.841167,10011
,10157,35.226095,-80.842197,10011
,10161,35.226095,-80.842197,10011
,10169,35.226095,-80.842197,10011
,110295,35.225688,-80.843350,10011
,140052,35.223797,-80.841167,10011
,140059,35.223797,-80.841167,10011
,150102,35.223583,-80.841501,10011
,160169,35.225688,-80.843350,10011
,160171,35.225688,-80.843350,10011
,170082,35.223545,-80.837176,10010
,170083,35.223564,-80.837143,10011
,170092,35.223564,-80.837143,10011
,170094,35.223564,-80.837143,10011
,170095,35.223564,-80.837143,10011
,170105,35.223724,-80.836916,10011
,170106,35.223724,-80.836916,10011
,190138,35.223583,-80.841501,10011
,190140,35.223583,-80.841501,10011
,200113,35.222620,-80.841801,10011
,210098,35.226292,-80.844061,10011
,210104,35.226292,-80.844061,10011
,220180,35.226292,-80.844061,10011
,220181,35.226292,-80.844061,10011
,230085,35.223583,-80.841501,10011
,230105,35.223583,-80.841501,10011
,260063,35.226655,-80.842444,10011
,270087,35.222703,-80.837770,10011
,340138,35.226292,-80.844061,10011
,340141,35.226292,-80.844061,10011
,350001,35.222592,-80.842865,10011
,350015,35.222592,-80.842865,10011
,40070,35.225157,-80.837042,10011
,40x0127,35.227047,-80.840856,10011
,48x0094,35.226519,-80.844324,10011
,50062,35.222592,-80.842865,10011
,60058,35.223583,-80.841501,10011
,62x0122,35.226293,-80.844061,20001
,64x0064,35.227047,-80.840856,10011
,70249,35.226095,-80.842197,10011
,70250,35.226095,-80.842197,10011
,70258,35.226095,-80.842197,10011
,70262,35.225688,-80.843350,10011
,70263,35.225688,-80.843350,10011
,70264,35.225688,-80.843350,10011
,70268,35.225688,-80.843350,10011
,74x0083,35.227047,-80.840856,10011
,77x0156,35.226519,-80.844324,10011
,77x0157,35.226519,-80.844324,10011
,77x0159,35.226519,-80.844324,10011
,80105,35.226292,-80.844061,10011
,85x0066,35.226519,-80.844324,10011
,870001,35.222620,-80.841801,10011
,90149,35.222703,-80.837770,10011
,90153,35.222703,-80.837770,10011
,100078,35.223583,-80.841501,10012
,170082,35.223724,-80.836916,10012
,100089,35.223583,-80.841501,10012
,10157,35.226250,-80.841976,10012
,10161,35.226250,-80.841976,10012
,10169,35.226250,-80.841976,10012
,110295,35.225752,-80.843429,10012
,140052,35.223583,-80.841501,10012
,140059,35.223583,-80.841501,10012
,150102,35.223454,-80.841692,10012
,160169,35.225752,-80.843429,10012
,160171,35.225752,-80.843429,10012
,170082,35.223564,-80.837143,10011
,170083,35.223724,-80.836916,10012
,170092,35.223724,-80.836916,10012
,170094,35.223724,-80.836916,10012
,170095,35.223724,-80.836916,10012
,170105,35.223845,-80.836741,10012
,170106,35.223845,-80.836741,10012
,190138,35.223454,-80.841692,10012
,190140,35.223454,-80.841692,10012
,200113,35.222336,-80.841473,10012
,210098,35.226422,-80.844211,10012
,210104,35.226422,-80.844211,10012
,220180,35.226422,-80.844211,10012
,220181,35.226422,-80.844211,10012
,230085,35.223454,-80.841692,10012
,230105,35.223454,-80.841692,10012
,260063,35.226671,-80.842462,10012
,270087,35.222349,-80.837360,10012
,340138,35.226293,-80.844061,10012
,340141,35.226293,-80.844061,10012
,350001,35.222377,-80.843187,10012
,350015,35.222258,-80.843366,10012
,40070,35.225314,-80.836825,10012
,40x0127,35.227092,-80.840803,10012
,48x0094,35.226692,-80.844535,10012
,50062,35.222377,-80.843187,10012
,60058,35.223454,-80.841692,10012
,62x0122,35.226422,-80.844211,20002
,64x0064,35.227092,-80.840803,10012
,70249,35.226250,-80.841976,10012
,70250,35.226250,-80.841976,10012
,70258,35.226250,-80.841976,10012
,70262,35.225752,-80.843429,10012
,70263,35.225752,-80.843429,10012
,70264,35.225752,-80.843429,10012
,70268,35.225752,-80.843429,10012
,74x0083,35.227092,-80.840803,10012
,77x0156,35.226692,-80.844535,10012
,77x0157,35.226692,-80.844535,10012
,77x0159,35.226692,-80.844535,10012
,80105,35.226422,-80.844211,10012
,85x0066,35.226692,-80.844535,10012
,870001,35.222336,-80.841473,10012
,90149,35.222349,-80.837360,10012
,90153,35.222349,-80.837360,10012
,100078,35.223454,-80.841692,10013
,170082,35.223845,-80.836741,10013
,100089,35.223454,-80.841692,10013
,10157,35.226493,-80.842257,10013
,10161,35.226493,-80.842257,10013
,10169,35.226493,-80.842257,10013
,110295,35.225976,-80.843695,10013
,140052,35.223454,-80.841692,10013
,140059,35.223454,-80.841692,10013
,150102,35.223285,-80.841940,10013
,160169,35.225976,-80.843695,10013
,160171,35.225976,-80.843695,10013
,170082,35.223724,-80.836916,10012
,170083,35.223845,-80.836741,10013
,170092,35.223845,-80.836741,10013
,170094,35.223845,-80.836741,10013
,170095,35.223845,-80.836741,10013
,170105,35.224020,-80.836490,10013
,170106,35.224020,-80.836490,10013
,190138,35.223285,-80.841940,10013
,190140,35.223285,-80.841940,10013
,200113,35.222250,-80.841370,10013
,210098,35.226554,-80.844016,10013
,210104,35.226554,-80.844016,10013
,220180,35.226519,-80.844324,10013
,220181,35.226519,-80.844324,10013
,230085,35.223285,-80.841940,10013
,230105,35.223285,-80.841940,10013
,260063,35.226831,-80.842646,10013
,270087,35.222161,-80.837141,10013
,340138,35.226293,-80.844061,20001
,340141,35.226293,-80.844061,20001
,350001,35.222377,-80.843187,20001
,350015,35.221993,-80.843762,10013
,40070,35.225398,-80.836706,10013
,40x0127,35.227157,-80.840718,10013
,48x0094,35.226726,-80.844575,10013
,50062,35.222377,-80.843187,20001
,60058,35.223285,-80.841940,10013
,62x0122,35.226519,-80.844324,20003
,64x0064,35.227157,-80.840718,10013
,70249,35.226493,-80.842257,10013
,70250,35.226493,-80.842257,10013
,70258,35.226493,-80.842257,10013
,70262,35.225976,-80.843695,10013
,70263,35.225976,-80.843695,10013
,70264,35.225976,-80.843695,10013
,70268,35.225976,-80.843695,10013
,74x0083,35.227157,-80.840718,10013
,77x0156,35.226726,-80.844575,10013
,77x0157,35.226726,-80.844575,10013
,77x0159,35.226726,-80.844575,10013
,80105,35.226519,-80.844324,10013
,85x0066,35.226726,-80.844575,10013
,870001,35.222250,-80.841370,10013
,90149,35.222161,-80.837141,10013
,90153,35.222161,-80.837141,10013
,100078,35.223285,-80.841940,10014
,170082,35.22402,-80.83649,10014
,100089,35.223285,-80.841940,10014
,10157,35.226655,-80.842444,10014
,10161,35.226655,-80.842444,10014
,10169,35.226655,-80.842444,10014
,110295,35.226292,-80.844061,10014
,140052,35.223285,-80.841940,10014
,140059,35.223285,-80.841940,10014
,150102,35.223014,-80.842268,10014
,160169,35.226292,-80.844061,10014
,160171,35.226292,-80.844061,10014
,170082,35.223845,-80.836741,10013
,170083,35.224020,-80.836490,10014
,170092,35.224020,-80.836490,10014
,170094,35.224020,-80.836490,10014
,170095,35.224020,-80.836490,10014
,170105,35.224020,-80.836490,20001
,170106,35.224020,-80.836490,20001
,190138,35.223014,-80.842268,10014
