route_pt_time,route_id,latitude,longitude,route_pt_sequence
,350001,35.240115,-80.973543,20005
,350015,35.232831,-80.926544,20009
,40070,35.239305,-80.798388,60006
,40x0127,35.189769,-80.698535,160012
,48x0094,35.343486,-80.848197,60460
,50062,35.226320,-80.910090,60002
,60058,35.220065,-80.838845,30001
,62x0122,35.149137,-80.801662,300014
,64x0064,35.195313,-80.765797,150014
,70249,35.307018,-80.850751,400006
,70250,35.310799,-80.862803,400015
,70258,35.262519,-80.895235,150011
,70262,35.307200,-80.849481,400008
,70263,35.311122,-80.863048,400017
,70264,35.319522,-80.864930,120038
,70268,35.307200,-80.849481,400008
,74x0083,35.007775,-80.559259,10541
,77x0156,35.343880,-80.848139,50462
,77x0157,35.343880,-80.848139,50462
,77x0159,35.343880,-80.848139,50462
,80105,35.245546,-80.936939,270020
,85x0066,35.257515,-80.994718,60369
,870001,35.221236,-80.836090,30010
,90149,35.212539,-80.725914,100018
,90153,35.212539,-80.725914,100018
,100078,35.213324,-80.891398,120003
,170082,35.142514,-80.727534,580006
,100089,35.213324,-80.891398,120003
,10157,35.280706,-80.922656,370029
,10161,35.250367,-80.870222,120012
,10169,35.280706,-80.922656,370029
,110295,35.281630,-80.765280,40034
,140052,35.111885,-80.778348,500012
,140059,35.111885,-80.778348,500012
,150102,35.187145,-80.809653,60011
,160169,35.123457,-80.945479,410002
,160171,35.180739,-80.889299,110004
,170082,35.142493,-80.727473,580005
,170083,35.198833,-80.760928,430006
,170092,35.198833,-80.760928,430006
,170094,35.198833,-80.760928,430006
,170095,35.198833,-80.760928,430006
,170105,35.198797,-80.760937,430007
,170106,35.198797,-80.760937,430007
,190138,35.171113,-80.851019,210147
,190140,35.171113,-80.851019,210147
,200113,35.150821,-80.829113,230006
,210098,35.322562,-80.827372,360004
,210104,35.284756,-80.835736,60012
,220180,35.318006,-80.777684,20033
,220181,35.336008,-80.812388,50037
,230085,35.234978,-80.763967,370002
,230105,35.234918,-80.764319,370011
,260063,35.245698,-80.856938,110008
,270087,35.156921,-80.749007,370009
,340138,35.272912,-80.913633,280027
,340141,35.272912,-80.913633,280027
,350001,35.240095,-80.973419,20006
,350015,35.232778,-80.926268,20010
,40070,35.239102,-80.798595,60007
,40x0127,35.189761,-80.698494,160013
,48x0094,35.343635,-80.848177,60461
,50062,35.225512,-80.908209,60003
,60058,35.219762,-80.838501,30002
,62x0122,35.148971,-80.801923,300015
,64x0064,35.195338,-80.765764,150015
,70249,35.307040,-80.850587,400007
,70250,35.311013,-80.862965,400016
,70258,35.262526,-80.895308,150012
,70262,35.307203,-80.849458,400009
,70263,35.311204,-80.863110,400018
,70264,35.319680,-80.864971,120039
,70268,35.307203,-80.849458,400009
,74x0083,35.007544,-80.558940,10542
,77x0156,35.344109,-80.848097,50463
,77x0157,35.344109,-80.848097,50463
,77x0159,35.344109,-80.848097,50463
,80105,35.245422,-80.936959,270021
,85x0066,35.257683,-80.995891,60370
,870001,35.221517,-80.836397,30011
,90149,35.212594,-80.725896,100019
,90153,35.212594,-80.725896,100019
,100078,35.213661,-80.890552,120004
,170082,35.142538,-80.727581,580007
,100089,35.213661,-80.890552,120004
,10157,35.281053,-80.922699,370030
,10161,35.250367,-80.870222,130001
,10169,35.281053,-80.922699,370030
,110295,35.281541,-80.765315,40035
,140052,35.111657,-80.778320,500013
,140059,35.111657,-80.778320,500013
,150102,35.187574,-80.809863,60012
,160169,35.123328,-80.945646,410003
,160171,35.180828,-80.889201,110005
,170082,35.142514,-80.727534,580006
,170083,35.198797,-80.760937,430007
,170092,35.198797,-80.760937,430007
,170094,35.198797,-80.760937,430007
,170095,35.198797,-80.760937,430007
,170105,35.198766,-80.760947,430008
,170106,35.198766,-80.760947,430008
,190138,35.171097,-80.851018,210148
,190140,35.171097,-80.851018,210148
,200113,35.150601,-80.829342,230007
,210098,35.322686,-80.827317,360005
,210104,35.284595,-80.835682,60013
,220180,35.318064,-80.777836,20034
,220181,35.335984,-80.812374,50038
,230085,35.235017,-80.763744,370003
,230105,35.234918,-80.764319,380001
,260063,35.245657,-80.856948,110009
,270087,35.156574,-80.748807,370010
,340138,35.272986,-80.913601,280028
,340141,35.272986,-80.913601,280028
,350001,35.240077,-80.973308,20007
,350015,35.232719,-80.925996,20011
,40070,35.239096,-80.798598,60008
,40x0127,35.189680,-80.698021,160014
,48x0094,35.343880,-80.848139,60462
,50062,35.225491,-80.908165,60004
,60058,35.219300,-80.837965,30003
,62x0122,35.148923,-80.802002,300016
,64x0064,35.195363,-80.765734,150016
,70249,35.307200,-80.849481,400008
,70250,35.311122,-80.863048,400017
,70258,35.262539,-80.895382,150013
,70262,35.307246,-80.849127,400010
,70263,35.311239,-80.863135,400019
,70264,35.319913,-80.865033,120040
,70268,35.307246,-80.849127,400010
,74x0083,35.006920,-80.559536,10543
,77x0156,35.344390,-80.848046,50464
,77x0157,35.344390,-80.848046,50464
,77x0159,35.344390,-80.848046,50464
,80105,35.245303,-80.936986,270022
,85x0066,35.257823,-80.997061,60371
,870001,35.221828,-80.836746,30012
,90149,35.212650,-80.725873,100020
,90153,35.212650,-80.725873,100020
,100078,35.213739,-80.890353,120005
,170082,35.142592,-80.727642,580008
,100089,35.213739,-80.890353,120005
,10157,35.281066,-80.922715,370031
,10161,35.249455,-80.869751,130002
,10169,35.281066,-80.922715,370031
,110295,35.281111,-80.765439,40036
,140052,35.111435,-80.778305,500014
,140059,35.111435,-80.778305,500014
,150102,35.187683,-80.809916,60013
,160169,35.123218,-80.945801,410004
,160171,35.181380,-80.888698,110006
,170082,35.142538,-80.727581,580007
,170083,35.198766,-80.760947,430008
,170092,35.198766,-80.760947,430008
,170094,35.198766,-80.760947,430008
,170095,35.198766,-80.760947,430008
,170105,35.198733,-80.760960,430009
,170106,35.198733,-80.760960,430009
,190138,35.171097,-80.851018,220001
,190140,35.171097,-80.851018,220001
,200113,35.150372,-80.829562,230008
,210098,35.322885,-80.827245,360006
,210104,35.284589,-80.835679,60014
,220180,35.318125,-80.777988,20035
,220181,35.335956,-80.812357,50039
,230085,35.235035,-80.763634,370004
,230105,35.234978,-80.763967,380002
,260063,35.245626,-80.856957,110010
,270087,35.156574,-80.748807,380001
,340138,35.273064,-80.913573,280029
,340141,35.273064,-80.913573,280029
,350001,35.239916,-80.972259,20008
,350015,35.232660,-80.925735,20012
,40070,35.238725,-80.798975,60009
,40x0127,35.189596,-80.697523,160015
,48x0094,35.344109,-80.848097,60463
,50062,35.225467,-80.908117,60005
,60058,35.219032,-80.837656,30004
,62x0122,35.148915,-80.802015,300017
,64x0064,35.195388,-80.765701,150017
,70249,35.307203,-80.849458,400009
,70250,35.311204,-80.863110,400018
,70258,35.262551,-80.895457,150014
,70262,35.307330,-80.848479,400011
,70263,35.311288,-80.863169,400020
,70264,35.319992,-80.865062,120041
,70268,35.307330,-80.848479,400011
,74x0083,35.006133,-80.558443,10544
,77x0156,35.344547,-80.848016,50465
,77x0157,35.344547,-80.848016,50465
,77x0159,35.344547,-80.848016,50465
,80105,35.245215,-80.937011,270023
,85x0066,35.257897,-80.997716,60372
,870001,35.222103,-80.837074,30013
,90149,35.212705,-80.725851,100021
,90153,35.212705,-80.725851,100021
,100078,35.213893,-80.889961,120006
,170082,35.142719,-80.727749,580009
,100089,35.213893,-80.889961,120006
,10157,35.281201,-80.922718,370032
,10161,35.249338,-80.869691,130003
,10169,35.281201,-80.922718,370032
,110295,35.281111,-80.765439,50001
,140052,35.111284,-80.778288,500015
,140059,35.111284,-80.778288,500015
,150102,35.187953,-80.810046,60014
,160169,35.123088,-80.945985,410005
,160171,35.181467,-80.888613,110007
,170082,35.142592,-80.727642,580008
,170083,35.198733,-80.760960,430009
,170092,35.198733,-80.760960,430009
,170094,35.198733,-80.760960,430009
,170095,35.198733,-80.760960,430009
,170105,35.198700,-80.760972,430010
,170106,35.198700,-80.760972,430010
,190138,35.171097,-80.851018,220002
,190140,35.171097,-80.851018,220002
,200113,35.150138,-80.829770,230009
,210098,35.323051,-80.827198,360007
,210104,35.284387,-80.835604,60015
,220180,35.318189,-80.778137,20036
,220181,35.335929,-80.812343,50040
,230085,35.235057,-80.763457,370005
,230105,35.235017,-80.763744,380003
,260063,35.245557,-80.856979,110011
,270087,35.156469,-80.748746,380002
,340138,35.273141,-80.913551,280030
,340141,35.273141,-80.913551,280030
,350001,35.239585,-80.970097,20009
,350015,35.232660,-80.925735,30001
,40070,35.238552,-80.799150,60010
,40x0127,35.189502,-80.696982,160016
,48x0094,35.344390,-80.848046,60464
,50062,35.225445,-80.908070,60006
,60058,35.219032,-80.837656,40001
,62x0122,35.148881,-80.802071,300018
,64x0064,35.195411,-80.765668,150018
,70249,35.307246,-80.849127,400010
,70250,35.311239,-80.863135,400019
,70258,35.262572,-80.895527,150015
,70262,35.307392,-80.848014,400012
,70263,35.311334,-80.863201,400021
,70264,35.320030,-80.864959,120042
,70268,35.307392,-80.848014,400012
,74x0083,35.005600,-80.559097,10545
,77x0156,35.344919,-80.847948,50466
,77x0157,35.344919,-80.847948,50466
,77x0159,35.344919,-80.847948,50466
,80105,35.245099,-80.937055,270024
,85x0066,35.257986,-80.998646,60373
,870001,35.222349,-80.837360,30014
,90149,35.212760,-80.725829,100022
,90153,35.212760,-80.725829,100022
,100078,35.213999,-80.889692,120007
,170082,35.142874,-80.727896,580010
,100089,35.213999,-80.889692,120007
,10157,35.281532,-80.922741,370033
,10161,35.249060,-80.869544,130004
,10169,35.281532,-80.922741,370033
,110295,35.280631,-80.765577,50002
,140052,35.111105,-80.778284,500016
,140059,35.111105,-80.778284,500016
,150102,35.188104,-80.810120,60015
,160169,35.122990,-80.946140,410006
,160171,35.181997,-80.888080,110008
,170082,35.142719,-80.727749,580009
,170083,35.198700,-80.760972,430010
,170092,35.198700,-80.760972,430010
,170094,35.198700,-80.760972,430010
,170095,35.198700,-80.760972,430010
,170105,35.198667,-80.760982,430011
,170106,35.198667,-80.760982,430011
,190138,35.171083,-80.851015,220003
,190140,35.171083,-80.851015,220003
,200113,35.149896,-80.829969,230010
,210098,35.323208,-80.827165,360008
,210104,35.284188,-80.835526,60016
,220180,35.318253,-80.778286,20037
,220181,35.335902,-80.812329,50041
,230085,35.235067,-80.763329,370006
,230105,35.235035,-80.763634,380004
,260063,35.245496,-80.857004,110012
,270087,35.156264,-80.748628,380003
,340138,35.273221,-80.913536,280031
,340141,35.273221,-80.913536,280031
,350001,35.239543,-80.969821,20010
,350015,35.232657,-80.925723,30002
,40070,35.238552,-80.799150,70001
,40x0127,35.189464,-80.696771,160017
,48x0094,35.344547,-80.848016,60465
,50062,35.225424,-80.908022,60007
,60058,35.218941,-80.837552,40002
,62x0122,35.148670,-80.802010,300019
,64x0064,35.195436,-80.765632,150019
,70249,35.307330,-80.848479,400011
,70250,35.311288,-80.863169,400020
,70258,35.262596,-80.895598,150016
,70262,35.307446,-80.847600,400013
,70263,35.311370,-80.863221,400022
,70264,35.320202,-80.864572,120043
,70268,35.307446,-80.847600,400013
,74x0083,35.004906,-80.558081,10546
,77x0156,35.345572,-80.847835,50467
,77x0157,35.345572,-80.847835,50467
,77x0159,35.345572,-80.847835,50467
,80105,35.244999,-80.937096,270025
,85x0066,35.258062,-80.999559,60374
,870001,35.222398,-80.837417,30015
,90149,35.212816,-80.725806,100023
,90153,35.212816,-80.725806,100023
,100078,35.214150,-80.889324,120008
,170082,35.142988,-80.728002,580011
,100089,35.214150,-80.889324,120008
,10157,35.282078,-80.922791,370034
,10161,35.248735,-80.869379,130005
,10169,35.282078,-80.922791,370034
,110295,35.280073,-80.765732,50003
,140052,35.110938,-80.778291,500017
,140059,35.110938,-80.778291,500017
,150102,35.188104,-80.810120,70001
,160169,35.122897,-80.946281,410007
,160171,35.182208,-80.887917,110009
,170082,35.142874,-80.727896,580010
,170083,35.198667,-80.760982,430011
,170092,35.198667,-80.760982,430011
,170094,35.198667,-80.760982,430011
,170095,35.198667,-80.760982,430011
,170105,35.198637,-80.760994,430012
,170106,35.198637,-80.760994,430012
,190138,35.171066,-80.851014,220004
,190140,35.171066,-80.851014,220004
,200113,35.149651,-80.830158,230011
,210098,35.323384,-80.827135,360009
,210104,35.284180,-80.835522,60017
,220180,35.318322,-80.778435,20038
,220181,35.335875,-80.812315,50042
,230085,35.235077,-80.763212,370007
,230105,35.235057,-80.763457,380005
,260063,35.245438,-80.857033,110013
,270087,35.155937,-80.748417,380004
,340138,35.273301,-80.913521,280032
,340141,35.273301,-80.913521,280032
,350001,35.239501,-80.969552,20011
,350015,35.232590,-80.925450,30003
,40070,35.238072,-80.799637,70002
,40x0127,35.189446,-80.696670,160018
,48x0094,35.344919,-80.847948,60466
,50062,35.225406,-80.907972,60008
,60058,35.218790,-80.837351,40003
,62x0122,35.148591,-80.801985,300020
,64x0064,35.195459,-80.765599,150020
,70249,35.307392,-80.848014,400012
,70250,35.311334,-80.863201,400021
,70258,35.262652,-80.895720,150017
,70262,35.307548,-80.846841,400014
,70263,35.311413,-80.863246,400023
,70264,35.320202,-80.864572,130001
,70268,35.307548,-80.846841,400014
,74x0083,35.004906,-80.558081,10001
,77x0156,35.346115,-80.847733,50468
,77x0157,35.346115,-80.847733,50468
,77x0159,35.346115,-80.847733,50468
,80105,35.244882,-80.937148,270026
,85x0066,35.258110,-81.000281,60375
,870001,35.222398,-80.837417,40001
,90149,35.212868,-80.725781,100024
,90153,35.212868,-80.725781,100024
,100078,35.214239,-80.889108,120009
,170082,35.143113,-80.728098,580012
,100089,35.214239,-80.889108,120009
,10157,35.282303,-80.922788,370035
,10161,35.248174,-80.869092,130006
,10169,35.282303,-80.922788,370035
,110295,35.279050,-80.765968,50004
,140052,35.110773,-80.778297,500018
,140059,35.110773,-80.778297,500018
,150102,35.188665,-80.810396,70002
,160169,35.122798,-80.946453,410008
,160171,35.182539,-80.887657,110010
,170082,35.142988,-80.728002,580011
,170083,35.198637,-80.760994,430012
,170092,35.198637,-80.760994,430012
,170094,35.198637,-80.760994,430012
,170095,35.198637,-80.760994,430012
,170105,35.198603,-80.761010,430013
,170106,35.198603,-80.761010,430013
,190138,35.171050,-80.851011,220005
,190140,35.171050,-80.851011,220005
,200113,35.149544,-80.830234,230012
,210098,35.323602,-80.827100,360010
,210104,35.283565,-80.835277,60018
,220180,35.318391,-80.778581,20039
,220181,35.335847,-80.812304,50043
,230085,35.235079,-80.763089,370008
,230105,35.235067,-80.763329,380006
,260063,35.245383,-80.857069,110014
,270087,35.155916,-80.748403,380005
,340138,35.273312,-80.913522,280033
,340141,35.273312,-80.913522,280033
,350001,35.239468,-80.969347,20012
,350015,35.232520,-80.925180,30004
,40070,35.237866,-80.799847,70003
,40x0127,35.189384,-80.696377,160019
,48x0094,35.345572,-80.847835,60467
,50062,35.225384,-80.907924,60009
,60058,35.217718,-80.838876,40004
,62x0122,35.148517,-80.801963,300021
,64x0064,35.195481,-80.765563,150021
,70249,35.307446,-80.847600,400013
,70250,35.311370,-80.863221,400022
,70258,35.262809,-80.896056,150018
,70262,35.307700,-80.845684,400015
,70263,35.311451,-80.863267,400024
,70264,35.320209,-80.864557,130002
,70268,35.307700,-80.845684,400015
,74x0083,35.004735,-80.557831,10002
,77x0156,35.346391,-80.847669,50469
,77x0157,35.346391,-80.847669,50469
,77x0159,35.346391,-80.847669,50469
,80105,35.244882,-80.937148,280001
,85x0066,35.258115,-81.000368,60376
,870001,35.222703,-80.837770,40002
,90149,35.212924,-80.725755,100025
,90153,35.212924,-80.725755,100025
,100078,35.214408,-80.888670,120010
,170082,35.143284,-80.728209,580013
,100089,35.214408,-80.888670,120010
,10157,35.282406,-80.922790,370036
,10161,35.248100,-80.869053,130007
,10169,35.282406,-80.922790,370036
,110295,35.278612,-80.766062,50005
,140052,35.110627,-80.778297,500019
,140059,35.110627,-80.778297,500019
,150102,35.189074,-80.810596,70003
,160169,35.122713,-80.946601,410009
,160171,35.182726,-80.887518,110011
,170082,35.143113,-80.728098,580012
,170083,35.198603,-80.761010,430013
,170092,35.198603,-80.761010,430013
,170094,35.198603,-80.761010,430013
,170095,35.198603,-80.761010,430013
,170105,35.198573,-80.761023,430014
,170106,35.198573,-80.761023,430014
,190138,35.171033,-80.851010,220006
,190140,35.171033,-80.851010,220006
,200113,35.149544,-80.830234,240001
,210098,35.323930,-80.827047,360011
,210104,35.283202,-80.835128,60019
,220180,35.318463,-80.778723,20040
,220181,35.335820,-80.812290,50044
,230085,35.235076,-80.762918,370009
,230105,35.235077,-80.763212,380007
,260063,35.245327,-80.857107,110015
,270087,35.155600,-80.748209,380006
,340138,35.273411,-80.913510,280034
,340141,35.273411,-80.913510,280034
,350001,35.239466,-80.969327,20013
,350015,35.232447,-80.924911,30005
,40070,35.237818,-80.799899,70004
,40x0127,35.189340,-80.696186,160020
,48x0094,35.346115,-80.847733,60468
,50062,35.225366,-80.907877,60010
,60058,35.217718,-80.838876,50001
,62x0122,35.148418,-80.801937,300022
,64x0064,35.195504,-80.765530,150022
,70249,35.307548,-80.846841,400014
,70250,35.311413,-80.863246,400023
,70258,35.262995,-80.896452,150019
,70262,35.307762,-80.845203,400016
,70263,35.311498,-80.863291,400025
,70264,35.320326,-80.864278,130003
,70268,35.307762,-80.845203,400016
,74x0083,35.005277,-80.557253,10003
,77x0156,35.346653,-80.847605,50470
,77x0157,35.346653,-80.847605,50470
,77x0159,35.346653,-80.847605,50470
,80105,35.244855,-80.937160,280002
,85x0066,35.258121,-81.000452,60377
,870001,35.222727,-80.837798,40003
,90149,35.212976,-80.725726,100026
,90153,35.212976,-80.725726,100026
,100078,35.214440,-80.888591,120011
,170082,35.143464,-80.728313,580014
,100089,35.214440,-80.888591,120011
,10157,35.282562,-80.922763,370037
,10161,35.247883,-80.868941,130008
,10169,35.282562,-80.922763,370037
,110295,35.278262,-80.766139,50006
,140052,35.110459,-80.778307,500020
,140059,35.110459,-80.778307,500020
,150102,35.189490,-80.810753,70004
,160169,35.122620,-80.946763,410010
,160171,35.183168,-80.887173,110012
,170082,35.143284,-80.728209,580013
,170083,35.198573,-80.761023,430014
,170092,35.198573,-80.761023,430014
,170094,35.198573,-80.761023,430014
,170095,35.198573,-80.761023,430014
,170105,35.198540,-80.761039,430015
,170106,35.198540,-80.761039,430015
,190138,35.171017,-80.851006,220007
,190140,35.171017,-80.851006,220007
,200113,35.149432,-80.830313,240002
,210098,35.324616,-80.826935,360012
,210104,35.282114,-80.834687,60020
,220180,35.318536,-80.778862,20041
,220181,35.335793,-80.812279,50045
,230085,35.235070,-80.762753,370010
,230105,35.235079,-80.763089,380008
,260063,35.245116,-80.857277,110016
,270087,35.155570,-80.748188,380007
,340138,35.273510,-80.913509,280035
,340141,35.273510,-80.913509,280035
,350001,35.239205,-80.967630,20014
,350015,35.232437,-80.924874,30006
,40070,35.237782,-80.799942,70005
,40x0127,35.189278,-80.695937,160021
,48x0094,35.346391,-80.847669,60469
,50062,35.225347,-80.907826,60011
,60058,35.217571,-80.839084,50002
,62x0122,35.148358,-80.801923,300023
,64x0064,35.195523,-80.765493,150023
,70249,35.307700,-80.845684,400015
,70250,35.311451,-80.863267,400024
,70258,35.263069,-80.896611,150020
,70262,35.307820,-80.844832,400017
,70263,35.311558,-80.863323,400026
,70264,35.320457,-80.863990,130004
,70268,35.307820,-80.844832,400017
,74x0083,35.005802,-80.557984,10004
,77x0156,35.347215,-80.847470,50471
,77x0157,35.347215,-80.847470,50471
,77x0159,35.347215,-80.847470,50471
,80105,35.244490,-80.937336,280003
,85x0066,35.258141,-81.000737,60378
,870001,35.222819,-80.837900,40004
,90149,35.213029,-80.725697,100027
,90153,35.213029,-80.725697,100027
,100078,35.214440,-80.888591,130001
,170082,35.143718,-80.728416,580015
,100089,35.214440,-80.888591,130001
,10157,35.282708,-80.922741,370038
,10161,35.247883,-80.868941,140001
,10169,35.282708,-80.922741,370038
,110295,35.277008,-80.766363,50007
,140052,35.110255,-80.778336,500021
,140059,35.110255,-80.778336,500021
,150102,35.190156,-80.810828,70005
,160169,35.122529,-80.946928,410011
,160171,35.183744,-80.886728,110013
,170082,35.143464,-80.728313,580014
,170083,35.198540,-80.761039,430015
,170092,35.198540,-80.761039,430015
,170094,35.198540,-80.761039,430015
,170095,35.198540,-80.761039,430015
,170105,35.198509,-80.761052,430016
,170106,35.198509,-80.761052,430016
,190138,35.171001,-80.851006,220008
,190140,35.171001,-80.851006,220008
,200113,35.149401,-80.830333,240003
,210098,35.324641,-80.826932,360013
,210104,35.282114,-80.834687,70001
,220180,35.317807,-80.779576,20042
,220181,35.335765,-80.812268,50046
,230085,35.235056,-80.762612,370011
,230105,35.235076,-80.762918,380009
,260063,35.244793,-80.857537,110017
,270087,35.155293,-80.747986,380008
,340138,35.273609,-80.913508,280036
,340141,35.273609,-80.913508,280036
,350001,35.239188,-80.967518,20015
,350015,35.232369,-80.924664,30007
,40070,35.237743,-80.799988,70006
,40x0127,35.189212,-80.695688,160022
,48x0094,35.346653,-80.847605,60470
,50062,35.225329,-80.907776,60012
,60058,35.216502,-80.840530,50003
,62x0122,35.147212,-80.801777,300024
,64x0064,35.195546,-80.765457,150024
,70249,35.307762,-80.845203,400016
,70250,35.311498,-80.863291,400025
,70258,35.263186,-80.896858,150021
,70262,35.307961,-80.844229,400018
,70263,35.311609,-80.863351,400027
,70264,35.320534,-80.863814,130005
,70268,35.307961,-80.844229,400018
,74x0083,35.006133,-80.558443,10005
,77x0156,35.347588,-80.847378,50472
,77x0157,35.347588,-80.847378,50472
,77x0159,35.347588,-80.847378,50472
,80105,35.244243,-80.937450,280004
,85x0066,35.258169,-81.001251,60379
,870001,35.222924,-80.838023,40005
,90149,35.213081,-80.725668,100028
,90153,35.213081,-80.725668,100028
,100078,35.214585,-80.888236,130002
,170082,35.143989,-80.728522,580016
,100089,35.214585,-80.888236,130002
,10157,35.282827,-80.922712,370039
,10161,35.247577,-80.868783,140002
,10169,35.282827,-80.922712,370039
,110295,35.276815,-80.766406,50008
,140052,35.110030,-80.778368,500022
,140059,35.110030,-80.778368,500022
,150102,35.190329,-80.810845,70006
,160169,35.122441,-80.947103,410012
,160171,35.184000,-80.886526,110014
,170082,35.143718,-80.728416,580015
,170083,35.198509,-80.761052,430016
,170092,35.198509,-80.761052,430016
,170094,35.198509,-80.761052,430016
,170095,35.198509,-80.761052,430016
,170105,35.198476,-80.761071,430017
,170106,35.198476,-80.761071,430017
,190138,35.170984,-80.851002,220009
,190140,35.170984,-80.851002,220009
,200113,35.149274,-80.830420,240004
,210098,35.324769,-80.826912,360014
,210104,35.282106,-80.834684,70002
,220180,35.317807,-80.779576,30001
,220181,35.335735,-80.812258,50047
,230085,35.235033,-80.762458,370012
,230105,35.235070,-80.762753,380010
,260063,35.244759,-80.857570,110018
,270087,35.155293,-80.747986,390001
,340138,35.273708,-80.913517,280037
,340141,35.273708,-80.913517,280037
,350001,35.239031,-80.966502,20016
,350015,35.232288,-80.924374,30008
,40070,35.237706,-80.800034,70007
,40x0127,35.189139,-80.695408,160023
,48x0094,35.347215,-80.847470,60471
,50062,35.225313,-80.907725,60013
,60058,35.215969,-80.839882,50004
,62x0122,35.146850,-80.801729,300025
,64x0064,35.195566,-80.765421,150025
,70249,35.307820,-80.844832,400017
,70250,35.311558,-80.863323,400026
,70258,35.263322,-80.897146,150022
,70262,35.308068,-80.843745,400019
,70263,35.311667,-80.863376,400028
,70264,35.320596,-80.863668,130006
,70268,35.308068,-80.843745,400019
,74x0083,35.006920,-80.559536,10006
,77x0156,35.347850,-80.847310,50473
,77x0157,35.347850,-80.847310,50473
,77x0159,35.347850,-80.847310,50473
,80105,35.243947,-80.937587,280005
,85x0066,35.258207,-81.001898,60380
,870001,35.223380,-80.838576,40006
,90149,35.213115,-80.725649,100029
,90153,35.213115,-80.725649,100029
,100078,35.214665,-80.888030,130003
,170082,35.1442,-80.728596,580017
,100089,35.214665,-80.888030,130003
,10157,35.283004,-80.922659,370040
,10161,35.247203,-80.868587,140003
,10169,35.283004,-80.922659,370040
,110295,35.276815,-80.766406,60001
,140052,35.109716,-80.778411,500023
,140059,35.109716,-80.778411,500023
,150102,35.190631,-80.810878,70007
,160169,35.122330,-80.947322,410013
,160171,35.184633,-80.886028,110015
,170082,35.143989,-80.728522,580016
,170083,35.198476,-80.761071,430017
,170092,35.198476,-80.761071,430017
,170094,35.198476,-80.761071,430017
,170095,35.198476,-80.761071,430017
,170105,35.198446,-80.761087,430018
,170106,35.198446,-80.761087,430018
,190138,35.170968,-80.850999,220010
,190140,35.170968,-80.850999,220010
,200113,35.149143,-80.830501,240005
,210098,35.324769,-80.826912,370001
,210104,35.281959,-80.834617,70003
,220180,35.317158,-80.780213,30002
,220181,35.335708,-80.812247,50048
,230085,35.235013,-80.762364,370013
,230105,35.235056,-80.762612,380011
,260063,35.244687,-80.857629,110019
,270087,35.155249,-80.747954,390002
,340138,35.273801,-80.913526,280038
,340141,35.273801,-80.913526,280038
,350001,35.238405,-80.962424,20017
,350015,35.232213,-80.924108,30009
,40070,35.237672,-80.800080,70008
,40x0127,35.189061,-80.695115,160024
,48x0094,35.347588,-80.847378,60472
,50062,35.225298,-80.907675,60014
,60058,35.215969,-80.839882,60001
,62x0122,35.146795,-80.801721,300026
,64x0064,35.195585,-80.765384,150026
,70249,35.307961,-80.844229,400018
,70250,35.311609,-80.863351,400027
,70258,35.263532,-80.897597,150023
,70262,35.308083,-80.843690,400020
,70263,35.311716,-80.863400,400029
,70264,35.320713,-80.863389,130007
,70268,35.308083,-80.843690,400020
,74x0083,35.007222,-80.559955,10007
,77x0156,35.348015,-80.847267,50474
,77x0157,35.348015,-80.847267,50474
,77x0159,35.348015,-80.847267,50474
,80105,35.243189,-80.937935,280006
,85x0066,35.258236,-81.002472,60381
,870001,35.223777,-80.839040,40007
,90149,35.213134,-80.725639,100030
,90153,35.213134,-80.725639,100030
,100078,35.214848,-80.887579,130004
,170082,35.144298,-80.728633,580018
,100089,35.214848,-80.887579,130004
,10157,35.283160,-80.922606,370041
,10161,35.246955,-80.868461,140004
,10169,35.283160,-80.922606,370041
,110295,35.276002,-80.766589,60002
,140052,35.108939,-80.778535,500024
,140059,35.108939,-80.778535,500024
,150102,35.190625,-80.810697,70008
,160169,35.122069,-80.947857,410014
,160171,35.184633,-80.886028,120001
,170082,35.1442,-80.728596,580017
,170083,35.198446,-80.761087,430018
,170092,35.198446,-80.761087,430018
,170094,35.198446,-80.761087,430018
,170095,35.198446,-80.761087,430018
,170105,35.198415,-80.761103,430019
,170106,35.198415,-80.761103,430019
,190138,35.170951,-80.850998,220011
,190140,35.170951,-80.850998,220011
,200113,35.149016,-80.830582,240006
,210098,35.324847,-80.826900,370002
,210104,35.281708,-80.834505,70004
,220180,35.316787,-80.780571,30003
,220181,35.335681,-80.812240,50049
,230085,35.234974,-80.762185,370014
,230105,35.235033,-80.762458,380012
,260063,35.244609,-80.857687,110020
,270087,35.154707,-80.747618,390003
,340138,35.273889,-80.913542,280039
,340141,35.273889,-80.913542,280039
,350001,35.238378,-80.962216,20018
,350015,35.232132,-80.923848,30010
,40070,35.237636,-80.800126,70009
,40x0127,35.189035,-80.695025,160025
,48x0094,35.347850,-80.847310,60473
,50062,35.225282,-80.907624,60015
,60058,35.215196,-80.838944,60002
,62x0122,35.146795,-80.801721,310001
,64x0064,35.195605,-80.765348,150027
,70249,35.308068,-80.843745,400019
,70250,35.311667,-80.863376,400028
,70258,35.263649,-80.897838,150024
,70262,35.308083,-80.843690,410001
,70263,35.311760,-80.863418,400030
,70264,35.320830,-80.863113,130008
,70268,35.308083,-80.843690,410001
,74x0083,35.007450,-80.560176,10008
,77x0156,35.348175,-80.847220,50475
,77x0157,35.348175,-80.847220,50475
,77x0159,35.348175,-80.847220,50475
,80105,35.243189,-80.937935,290001
